Zone,Area,Crime_Type,Time,Date,Status
West Nagpur,Gittikhadan,Assault,21:00,2025-04-23,Pending
West Nagpur,Wadi,Assault,01:30,2025-05-15,Pending
West Nagpur,Dharampeth,Chain Snatching,05:45,2025-03-31,Pending
South Nagpur,Ajni,Chain Snatching,17:00,2025-07-02,Resolved
North Nagpur,Panchpaoli,Theft,03:15,,Resolved
North Nagpur,Mankapur,Theft,02:45,2025-03-02,Pending
East Nagpur,Lakadganj,Chain Snatching,19:15,2025-01-31,Resolved
North Nagpur,Panchpaoli,Fraud,16:15,2025-05-23,Resolved
West Nagpur,Gittikhadan,Fraud,14:30,2025-04-29,Pending
East Nagpur,Lakadganj,Robbery,03:15,2025-03-25,Resolved
West Nagpur,Gittikhadan,Harassment,01:45,2025-02-16,Resolved
West Nagpur,Bharat Nagar,Assault,02:00,2025-04-14,Resolved
West Nagpur,Wadi,Theft,18:00,2025-01-28,Pending
North Nagpur,Jaripatka,Robbery,05:45,2025-07-01,Pending
East Nagpur,Itwari,Fraud,11:30,2025-07-06,Resolved
West Nagpur,Gittikhadan,Theft,16:45,2025-07-02,Resolved
North Nagpur,Indora,Chain Snatching,07:00,2025-01-12,Resolved
East Nagpur,Gandhibagh,Assault,02:00,2025-03-28,Resolved
East Nagpur,Hanuman Nagar,Robbery,13:30,2025-04-19,Resolved
North Nagpur,Jaripatka,Chain Snatching,19:30,2025-01-10,Resolved
South Nagpur,Sakkardara,Theft,10:45,2025-03-12,Resolved
West Nagpur,Wadi,Theft,15:30,2025-06-05,Resolved
West Nagpur,Dharampeth,Fraud,10:30,2025-03-22,Resolved
West Nagpur,Gittikhadan,Chain Snatching,16:45,2025-04-13,Pending
West Nagpur,Dharampeth,Chain Snatching,14:45,2025-06-06,Resolved
North Nagpur,Panchpaoli,,20:45,2025-01-18,Resolved
North Nagpur,Panchpaoli,Chain Snatching,18:30,2025-01-23,Resolved
West Nagpur,Gittikhadan,Assault,07:00,2025-07-01,Resolved
South Nagpur,Ajni,Fraud,23:45,2025-01-24,Resolved
West Nagpur,Bharat Nagar,Fraud,22:15,2025-02-25,Pending
North Nagpur,Panchpaoli,Assault,00:30,2025-05-15,Resolved
North Nagpur,Mankapur,Harassment,01:30,2025-03-20,Resolved
East Nagpur,Lakadganj,Assault,05:30,2025-02-05,Resolved
North Nagpur,Mankapur,Chain Snatching,03:30,2025-04-23,Pending
North Nagpur,Panchpaoli,Assault,21:15,2025-06-27,Pending
North Nagpur,Panchpaoli,Fraud,15:00,2025-01-16,Pending
West Nagpur,Dharampeth,Theft,02:00,2025-03-24,Pending
East Nagpur,Hanuman Nagar,Theft,06:30,2025-04-27,Resolved
North Nagpur,Indora,Theft,13:15,2025-03-26,Pending
North Nagpur,Panchpaoli,Assault,04:45,2025-01-09,Resolved
North Nagpur,Panchpaoli,Theft,02:30,2025-05-01,Resolved
West Nagpur,Dharampeth,Robbery,17:15,2025-05-19,Pending
South Nagpur,Ajni,Chain Snatching,06:00,2025-02-01,Resolved
North Nagpur,Mankapur,Fraud,22:15,2025-01-07,Pending
North Nagpur,Mankapur,Assault,20:15,2025-03-19,Resolved
South Nagpur,Ajni,Fraud,07:45,2025-05-24,Resolved
North Nagpur,Mankapur,Chain Snatching,15:15,2025-06-01,Pending
East Nagpur,Lakadganj,Chain Snatching,03:30,2025-04-11,Resolved
South Nagpur,Mangalwari,Robbery,07:00,2025-02-27,Resolved
West Nagpur,Wadi,Robbery,12:45,2025-04-10,Pending
North Nagpur,Jaripatka,Fraud,04:45,2025-06-13,Resolved
North Nagpur,Panchpaoli,Harassment,10:45,2025-06-08,Pending
West Nagpur,Gittikhadan,Robbery,12:15,2025-06-03,Resolved
North Nagpur,Indora,Chain Snatching,12:45,2025-03-27,Pending
West Nagpur,Wadi,Theft,03:00,2025-03-11,Resolved
South Nagpur,Mangalwari,Harassment,23:00,2025-01-10,Resolved
East Nagpur,Gandhibagh,Theft,09:00,2025-04-26,Resolved
North Nagpur,Jaripatka,Robbery,,2025-01-17,Pending
West Nagpur,Wadi,Harassment,16:15,2025-02-18,Pending
North Nagpur,Jaripatka,Fraud,05:15,2025-05-29,Pending
North Nagpur,Jaripatka,Robbery,14:45,2025-01-06,Resolved
East Nagpur,Lakadganj,Assault,17:15,2025-01-11,Resolved
West Nagpur,Wadi,Fraud,05:45,2025-03-15,Pending
West Nagpur,Gittikhadan,Assault,,2025-06-10,Pending
East Nagpur,Hanuman Nagar,Robbery,15:30,2025-04-05,Resolved
East Nagpur,Hanuman Nagar,Harassment,08:15,2025-06-02,Pending
North Nagpur,Indora,Assault,06:00,2025-01-16,Pending
South Nagpur,Hudkeshwar,Harassment,13:30,2025-07-04,Pending
North Nagpur,Mankapur,Fraud,11:00,2025-05-07,Pending
East Nagpur,Gandhibagh,Robbery,08:00,2025-04-12,Pending
West Nagpur,Gittikhadan,Robbery,11:00,2025-05-17,Resolved
South Nagpur,Hudkeshwar,Assault,15:15,2025-06-11,Resolved
East Nagpur,Itwari,Robbery,22:15,2025-03-11,Pending
West Nagpur,Bharat Nagar,Robbery,17:00,2025-03-17,Pending
East Nagpur,Hanuman Nagar,Fraud,00:15,2025-03-07,Pending
East Nagpur,Itwari,Robbery,16:15,2025-04-09,Resolved
West Nagpur,Gittikhadan,Robbery,03:30,2025-04-22,Resolved
South Nagpur,Sakkardara,Fraud,00:15,2025-06-20,Pending
North Nagpur,Indora,Theft,15:15,2025-01-30,Resolved
South Nagpur,Mangalwari,Robbery,13:45,2025-05-01,Resolved
North Nagpur,Jaripatka,Theft,06:15,2025-04-08,Resolved
South Nagpur,Ajni,Robbery,23:45,2025-04-07,Pending
North Nagpur,Jaripatka,Theft,13:30,2025-03-31,Resolved
East Nagpur,Lakadganj,Fraud,01:30,2025-06-27,Pending
East Nagpur,Lakadganj,Theft,15:15,2025-04-18,Pending
West Nagpur,Bharat Nagar,Fraud,12:30,,Pending
West Nagpur,Bharat Nagar,Harassment,02:30,2025-06-20,Pending
West Nagpur,Dharampeth,Fraud,21:45,2025-01-13,Resolved
West Nagpur,Bharat Nagar,Robbery,07:00,2025-03-07,Pending
West Nagpur,Bharat Nagar,Harassment,17:15,2025-03-12,Pending
West Nagpur,Bharat Nagar,Fraud,05:15,2025-01-28,Pending
South Nagpur,Sakkardara,Chain Snatching,19:15,2025-03-24,Resolved
West Nagpur,Gittikhadan,Theft,11:15,2025-05-31,Pending
South Nagpur,Ajni,Harassment,06:00,2025-04-20,Resolved
West Nagpur,Gittikhadan,Robbery,01:45,2025-02-03,Pending
South Nagpur,Sakkardara,Assault,06:30,2025-04-04,Pending
North Nagpur,Panchpaoli,Assault,21:15,2025-04-01,Pending
West Nagpur,Wadi,Harassment,13:45,2025-03-31,Pending
South Nagpur,Sakkardara,Fraud,15:00,2025-07-06,Pending
South Nagpur,Mangalwari,Assault,17:45,2025-02-22,Resolved
West Nagpur,Bharat Nagar,Theft,00:30,2025-02-02,Pending
East Nagpur,Lakadganj,Assault,22:15,2025-01-31,Pending
North Nagpur,Mankapur,Fraud,10:00,2025-01-17,Resolved
North Nagpur,Jaripatka,Fraud,20:45,2025-05-01,Resolved
North Nagpur,Mankapur,Harassment,03:15,2025-06-19,Resolved
South Nagpur,Hudkeshwar,Fraud,09:30,2025-07-06,Resolved
West Nagpur,Dharampeth,Assault,20:30,2025-01-30,Resolved
North Nagpur,Panchpaoli,Chain Snatching,11:15,2025-03-07,Resolved
South Nagpur,Hudkeshwar,Theft,16:45,2025-06-06,Pending
North Nagpur,Mankapur,Theft,13:45,2025-04-01,Pending
East Nagpur,Hanuman Nagar,Robbery,16:45,2025-04-12,Resolved
East Nagpur,Lakadganj,Theft,12:00,2025-02-01,Pending
West Nagpur,Gittikhadan,Theft,,2025-05-04,Pending
East Nagpur,Lakadganj,Robbery,06:45,2025-03-05,Pending
South Nagpur,Ajni,Robbery,00:00,2025-01-31,Pending
East Nagpur,Hanuman Nagar,Theft,11:15,2025-03-23,Pending
West Nagpur,Wadi,Fraud,10:00,2025-02-10,Pending
East Nagpur,Gandhibagh,Chain Snatching,15:45,2025-01-26,Pending
West Nagpur,Dharampeth,Harassment,06:30,2025-03-17,Pending
North Nagpur,Indora,Chain Snatching,13:30,2025-02-09,Resolved
East Nagpur,Gandhibagh,Fraud,09:00,2025-02-06,Resolved
North Nagpur,Jaripatka,Assault,16:30,2025-05-12,Pending
East Nagpur,Lakadganj,Harassment,12:15,2025-05-31,Resolved
East Nagpur,Gandhibagh,,10:15,2025-03-21,Resolved
West Nagpur,Dharampeth,Robbery,19:15,2025-03-18,Pending
North Nagpur,Indora,Robbery,11:00,,Resolved
South Nagpur,Hudkeshwar,Robbery,07:45,2025-01-23,Resolved
North Nagpur,Indora,Fraud,00:45,2025-04-17,Pending
West Nagpur,Bharat Nagar,Chain Snatching,12:45,2025-02-25,Pending
South Nagpur,Mangalwari,Assault,05:15,2025-05-12,Resolved
North Nagpur,Indora,Harassment,16:15,2025-05-16,Pending
South Nagpur,Ajni,Fraud,04:45,2025-03-05,Resolved
West Nagpur,Wadi,Theft,17:30,2025-04-20,Pending
East Nagpur,Itwari,Chain Snatching,07:15,2025-04-01,Resolved
North Nagpur,Panchpaoli,Robbery,01:15,2025-06-15,Resolved
South Nagpur,Hudkeshwar,Chain Snatching,05:30,2025-02-18,Resolved
North Nagpur,Jaripatka,Robbery,,2025-07-07,Pending
East Nagpur,Lakadganj,Chain Snatching,21:30,2025-03-27,Pending
West Nagpur,Bharat Nagar,Chain Snatching,18:45,2025-03-24,Pending
North Nagpur,Indora,Fraud,06:15,2025-06-04,Resolved
West Nagpur,Bharat Nagar,Assault,17:15,2025-01-12,Resolved
West Nagpur,Bharat Nagar,Fraud,01:45,2025-06-29,Resolved
West Nagpur,Gittikhadan,Chain Snatching,07:45,2025-06-20,Resolved
East Nagpur,Lakadganj,Harassment,17:45,2025-05-11,Resolved
South Nagpur,Sakkardara,Theft,11:00,2025-01-20,Resolved
East Nagpur,Gandhibagh,Assault,02:30,2025-06-06,Pending
North Nagpur,Mankapur,Fraud,07:45,2025-05-18,Resolved
South Nagpur,Sakkardara,Harassment,22:45,,Resolved
West Nagpur,Wadi,Assault,12:45,2025-05-29,Pending
West Nagpur,Gittikhadan,Harassment,18:45,2025-04-10,Pending
North Nagpur,Jaripatka,Fraud,04:30,2025-03-23,Resolved
East Nagpur,Gandhibagh,Assault,17:45,2025-05-16,Resolved
North Nagpur,Mankapur,Fraud,08:15,2025-03-13,Pending
North Nagpur,Mankapur,Theft,17:00,2025-04-08,Pending
West Nagpur,Wadi,Harassment,02:45,2025-05-13,Resolved
South Nagpur,Sakkardara,Theft,05:00,2025-07-06,Pending
East Nagpur,Itwari,Theft,12:45,2025-01-26,Pending
East Nagpur,Itwari,Chain Snatching,07:00,2025-05-17,Resolved
North Nagpur,Panchpaoli,Harassment,14:30,2025-01-22,Resolved
North Nagpur,Jaripatka,Harassment,12:00,2025-04-30,Pending
North Nagpur,Mankapur,Theft,07:45,2025-03-23,Pending
North Nagpur,Indora,Assault,10:45,2025-02-07,Resolved
North Nagpur,Indora,Chain Snatching,19:00,2025-04-13,Resolved
South Nagpur,Sakkardara,Fraud,19:30,2025-02-25,Pending
North Nagpur,Mankapur,,16:30,2025-06-11,Resolved
West Nagpur,Gittikhadan,Harassment,11:45,2025-02-01,Resolved
North Nagpur,Jaripatka,Robbery,08:00,2025-05-09,Pending
South Nagpur,Sakkardara,Fraud,07:00,2025-03-03,Resolved
South Nagpur,Hudkeshwar,Assault,08:00,2025-01-30,Resolved
East Nagpur,Lakadganj,Theft,17:15,2025-01-16,Pending
East Nagpur,Itwari,Assault,06:45,2025-03-23,Pending
East Nagpur,Hanuman Nagar,Harassment,08:45,2025-03-16,Resolved
North Nagpur,Mankapur,Assault,06:00,2025-05-11,Resolved
West Nagpur,Wadi,Robbery,19:15,2025-06-28,Pending
West Nagpur,Bharat Nagar,Theft,18:45,2025-05-07,Pending
South Nagpur,Sakkardara,Assault,08:15,2025-06-19,Pending
East Nagpur,Gandhibagh,Fraud,00:15,2025-04-19,Resolved
South Nagpur,Sakkardara,Robbery,23:45,2025-05-12,Resolved
South Nagpur,Sakkardara,Chain Snatching,22:30,2025-01-30,Pending
East Nagpur,Lakadganj,Theft,05:00,2025-04-14,Pending
East Nagpur,Hanuman Nagar,Robbery,04:00,2025-05-04,Pending
West Nagpur,Wadi,Fraud,05:15,2025-04-19,Resolved
West Nagpur,Wadi,Theft,11:45,2025-05-30,Pending
West Nagpur,Wadi,Assault,20:45,2025-01-30,Resolved
East Nagpur,Itwari,Robbery,15:15,2025-01-12,Pending
North Nagpur,Jaripatka,Chain Snatching,09:30,2025-06-30,Pending
East Nagpur,Itwari,Assault,10:00,2025-02-04,Resolved
North Nagpur,Panchpaoli,Robbery,17:00,2025-02-06,Resolved
North Nagpur,Jaripatka,Assault,17:45,,Resolved
South Nagpur,Mangalwari,Fraud,17:00,2025-02-14,Pending
North Nagpur,Jaripatka,Theft,08:45,2025-02-28,Resolved
East Nagpur,Lakadganj,Fraud,02:45,2025-05-12,Pending
West Nagpur,Wadi,Assault,02:45,2025-03-18,Pending
East Nagpur,Lakadganj,Chain Snatching,10:30,2025-02-21,Resolved
South Nagpur,Hudkeshwar,Fraud,02:45,,Pending
East Nagpur,Lakadganj,Assault,12:15,2025-03-22,Resolved
North Nagpur,Jaripatka,Assault,00:00,2025-05-02,Pending
South Nagpur,Mangalwari,Chain Snatching,23:15,2025-03-05,Resolved
North Nagpur,Mankapur,Robbery,20:15,,Resolved
South Nagpur,Ajni,Chain Snatching,23:15,2025-06-25,Pending
South Nagpur,Sakkardara,Assault,16:45,2025-06-23,Resolved
South Nagpur,Sakkardara,Assault,21:30,2025-02-11,Resolved
North Nagpur,Jaripatka,Robbery,10:15,2025-02-05,Pending
West Nagpur,Gittikhadan,Theft,12:30,2025-02-20,Resolved
South Nagpur,Sakkardara,Theft,20:45,2025-04-28,Resolved
North Nagpur,Jaripatka,Harassment,03:30,2025-06-14,Resolved
North Nagpur,Indora,Theft,00:30,2025-03-16,Pending
West Nagpur,Gittikhadan,Theft,02:15,,Resolved
North Nagpur,Panchpaoli,Assault,12:30,2025-04-03,Resolved
South Nagpur,Sakkardara,Fraud,11:15,2025-05-03,Resolved
West Nagpur,Dharampeth,Robbery,13:15,2025-06-21,Resolved
West Nagpur,Wadi,Theft,15:00,2025-01-14,Pending
East Nagpur,Hanuman Nagar,Fraud,08:30,2025-01-15,Resolved
West Nagpur,Gittikhadan,Theft,12:30,2025-05-09,Resolved
West Nagpur,Gittikhadan,Robbery,15:30,2025-03-27,Pending
South Nagpur,Mangalwari,Harassment,04:30,2025-05-03,Resolved
North Nagpur,Panchpaoli,Fraud,08:00,2025-04-02,Pending
North Nagpur,Indora,Theft,04:15,2025-06-02,Resolved
West Nagpur,Gittikhadan,Assault,18:45,2025-04-21,Pending
South Nagpur,Ajni,Robbery,12:30,2025-03-22,Pending
West Nagpur,Dharampeth,Chain Snatching,20:00,2025-05-09,Pending
East Nagpur,Lakadganj,Fraud,00:00,2025-03-01,Resolved
North Nagpur,Mankapur,Robbery,16:00,2025-03-13,Resolved
South Nagpur,Ajni,Fraud,16:00,2025-03-21,Resolved
West Nagpur,Bharat Nagar,Chain Snatching,03:15,2025-04-23,Pending
South Nagpur,Ajni,Robbery,03:30,2025-07-03,Pending
West Nagpur,Gittikhadan,Theft,22:00,2025-06-03,Pending
East Nagpur,Gandhibagh,Assault,11:00,2025-01-17,Resolved
East Nagpur,Itwari,Chain Snatching,05:15,,Resolved
South Nagpur,Hudkeshwar,Harassment,17:15,2025-04-06,Resolved
West Nagpur,Wadi,Theft,04:45,2025-03-04,Pending
East Nagpur,Itwari,Theft,10:30,2025-05-19,Pending
East Nagpur,Lakadganj,Robbery,08:15,2025-06-23,Resolved
West Nagpur,Wadi,Harassment,02:30,2025-06-27,Resolved
East Nagpur,Gandhibagh,Assault,16:30,2025-06-18,Resolved
South Nagpur,Sakkardara,Assault,04:30,2025-04-15,Resolved
West Nagpur,Dharampeth,Theft,13:15,2025-06-26,Pending
East Nagpur,Lakadganj,Fraud,12:15,2025-03-11,Pending
East Nagpur,Itwari,Theft,15:45,2025-04-14,Resolved
North Nagpur,Panchpaoli,Chain Snatching,06:45,2025-03-30,Pending
West Nagpur,Wadi,Assault,17:15,2025-05-09,Pending
South Nagpur,Ajni,Fraud,15:30,2025-01-30,Resolved
East Nagpur,Gandhibagh,Harassment,23:30,2025-01-10,Resolved
North Nagpur,Indora,Assault,12:30,2025-06-01,Pending
West Nagpur,Gittikhadan,Chain Snatching,19:30,2025-06-12,Pending
East Nagpur,Hanuman Nagar,Theft,15:45,2025-06-03,Pending
East Nagpur,Hanuman Nagar,Assault,18:15,2025-02-07,Pending
South Nagpur,Sakkardara,Theft,03:45,2025-02-12,Pending
East Nagpur,Lakadganj,Robbery,22:15,2025-02-11,Pending
West Nagpur,Gittikhadan,Assault,12:00,2025-03-01,Resolved
North Nagpur,Mankapur,Theft,17:30,2025-04-16,Pending
West Nagpur,Dharampeth,Robbery,18:15,2025-06-03,Pending
North Nagpur,Mankapur,Theft,12:00,2025-05-24,Resolved
South Nagpur,Ajni,Fraud,04:45,2025-03-12,Resolved
South Nagpur,Sakkardara,Fraud,01:45,2025-05-06,Pending
North Nagpur,Mankapur,Assault,01:30,2025-01-07,Resolved
East Nagpur,Hanuman Nagar,Chain Snatching,03:15,2025-04-29,Resolved
South Nagpur,Sakkardara,Robbery,18:45,2025-06-06,Resolved
South Nagpur,Hudkeshwar,Harassment,09:30,,Pending
South Nagpur,Ajni,Robbery,05:15,2025-04-16,Resolved
East Nagpur,Lakadganj,Theft,22:30,2025-02-08,Pending
West Nagpur,Dharampeth,Chain Snatching,16:30,2025-05-30,Pending
North Nagpur,Jaripatka,Assault,05:45,2025-02-17,Pending
South Nagpur,Ajni,Theft,03:15,2025-01-20,Pending
South Nagpur,Mangalwari,Harassment,20:45,2025-04-29,Resolved
South Nagpur,Mangalwari,Chain Snatching,18:45,2025-06-15,Pending
East Nagpur,Itwari,Harassment,02:00,2025-04-12,Resolved
West Nagpur,Gittikhadan,Theft,14:30,2025-03-28,Pending
South Nagpur,Ajni,Harassment,22:45,2025-06-16,Pending
South Nagpur,Ajni,Assault,14:30,2025-07-03,Resolved
North Nagpur,Mankapur,Harassment,03:15,2025-06-15,Pending
East Nagpur,Gandhibagh,Robbery,06:15,2025-05-07,Resolved
East Nagpur,Itwari,Theft,08:45,2025-01-15,Resolved
South Nagpur,Hudkeshwar,Chain Snatching,22:30,2025-06-20,Pending
North Nagpur,Jaripatka,Theft,14:00,2025-03-04,Pending
East Nagpur,Itwari,Robbery,19:15,2025-03-08,Pending
North Nagpur,Jaripatka,Chain Snatching,11:45,2025-05-10,Resolved
North Nagpur,Mankapur,Robbery,13:45,2025-06-08,Resolved
East Nagpur,Itwari,Theft,11:00,2025-06-20,Pending
West Nagpur,Dharampeth,Robbery,00:45,2025-06-06,Pending
East Nagpur,Gandhibagh,Harassment,00:15,2025-06-13,Resolved
East Nagpur,Gandhibagh,Chain Snatching,14:45,2025-06-21,Pending
South Nagpur,Mangalwari,Assault,06:45,2025-04-30,Pending
South Nagpur,Sakkardara,Robbery,01:00,2025-01-22,Pending
East Nagpur,Lakadganj,Fraud,22:15,2025-07-04,Resolved
South Nagpur,Sakkardara,Chain Snatching,14:45,2025-06-12,Resolved
North Nagpur,Jaripatka,Chain Snatching,00:00,2025-03-14,Resolved
North Nagpur,Mankapur,Robbery,07:30,2025-06-04,Pending
West Nagpur,Wadi,Fraud,13:15,2025-04-03,Resolved
South Nagpur,Ajni,Harassment,18:30,2025-02-01,Resolved
North Nagpur,Jaripatka,Theft,08:15,2025-03-28,Pending
South Nagpur,Mangalwari,Chain Snatching,10:30,2025-03-14,Pending
West Nagpur,Dharampeth,Fraud,01:45,2025-03-12,Pending
North Nagpur,Mankapur,Robbery,06:00,2025-01-10,Resolved
North Nagpur,Jaripatka,Chain Snatching,01:45,2025-05-28,Resolved
North Nagpur,Mankapur,Theft,00:15,2025-06-22,Resolved
West Nagpur,Dharampeth,Harassment,23:45,2025-04-22,Resolved
East Nagpur,Hanuman Nagar,Robbery,05:45,2025-05-24,Resolved
South Nagpur,Hudkeshwar,Harassment,06:00,2025-02-27,Resolved
West Nagpur,Wadi,Robbery,03:30,2025-04-06,Pending
East Nagpur,Gandhibagh,Chain Snatching,09:00,2025-02-26,Pending
South Nagpur,Sakkardara,Harassment,19:30,2025-04-07,Pending
South Nagpur,Ajni,Robbery,02:15,2025-02-24,Pending
South Nagpur,Mangalwari,Assault,15:30,2025-04-26,Resolved
North Nagpur,Indora,Chain Snatching,06:00,2025-01-26,Resolved
West Nagpur,Wadi,Harassment,01:30,2025-06-13,Pending
South Nagpur,Hudkeshwar,Chain Snatching,11:45,2025-06-01,Pending
North Nagpur,Jaripatka,Harassment,04:15,2025-06-25,Pending
North Nagpur,Indora,Theft,01:00,2025-04-13,Resolved
North Nagpur,Jaripatka,Assault,,2025-03-14,Pending
West Nagpur,Bharat Nagar,Fraud,11:00,2025-01-24,Pending
East Nagpur,Lakadganj,Robbery,10:00,2025-01-23,Pending
East Nagpur,Itwari,Chain Snatching,19:30,2025-03-09,Pending
North Nagpur,Panchpaoli,Assault,08:30,2025-05-31,Resolved
South Nagpur,Ajni,Fraud,18:30,2025-06-28,Pending
North Nagpur,Panchpaoli,Assault,00:00,2025-02-24,Pending
South Nagpur,Mangalwari,Harassment,09:15,2025-02-01,Resolved
South Nagpur,Ajni,Theft,11:00,2025-06-24,Pending
West Nagpur,Gittikhadan,Robbery,09:00,2025-02-27,Resolved
South Nagpur,Hudkeshwar,Harassment,10:15,2025-05-11,Pending
North Nagpur,Panchpaoli,Robbery,10:15,2025-03-31,Pending
West Nagpur,Gittikhadan,Fraud,19:45,2025-05-04,Pending
South Nagpur,Mangalwari,Theft,10:15,2025-05-01,Pending
West Nagpur,Gittikhadan,Robbery,11:45,2025-05-17,Pending
West Nagpur,Bharat Nagar,Theft,21:15,2025-06-28,Pending
North Nagpur,Panchpaoli,Theft,13:00,2025-07-02,Resolved
East Nagpur,Lakadganj,Theft,03:45,2025-02-23,Resolved
South Nagpur,Sakkardara,Theft,09:00,2025-04-20,Resolved
East Nagpur,Gandhibagh,Robbery,18:30,2025-06-16,Resolved
West Nagpur,Dharampeth,Robbery,08:30,2025-06-17,Pending
South Nagpur,Hudkeshwar,Theft,20:00,2025-06-07,Resolved
South Nagpur,Hudkeshwar,Theft,14:45,2025-01-24,Pending
North Nagpur,Jaripatka,Theft,03:00,2025-05-22,Pending
East Nagpur,Itwari,Fraud,16:00,2025-05-24,Resolved
East Nagpur,Itwari,Fraud,09:00,2025-04-23,Resolved
South Nagpur,Hudkeshwar,Chain Snatching,07:15,2025-03-26,Resolved
South Nagpur,Ajni,Theft,09:00,2025-06-11,Pending
East Nagpur,Itwari,Assault,11:30,2025-03-11,Pending
North Nagpur,Mankapur,Theft,07:45,2025-05-27,Resolved
South Nagpur,Ajni,Harassment,02:30,2025-06-01,Pending
North Nagpur,Indora,Chain Snatching,04:00,2025-04-30,Resolved
South Nagpur,Sakkardara,Harassment,16:15,2025-02-05,Resolved
East Nagpur,Hanuman Nagar,Assault,11:30,2025-06-04,Pending
North Nagpur,Panchpaoli,Harassment,13:15,2025-06-16,Pending
North Nagpur,Mankapur,Chain Snatching,18:15,2025-03-31,Resolved
East Nagpur,Hanuman Nagar,Theft,09:30,2025-07-01,Pending
West Nagpur,Wadi,Fraud,06:45,2025-05-01,Resolved
South Nagpur,Ajni,Theft,,2025-03-15,Pending
West Nagpur,Wadi,Assault,21:00,2025-02-07,Pending
South Nagpur,Sakkardara,Assault,05:15,2025-04-30,Resolved
East Nagpur,Itwari,Theft,21:15,2025-01-18,Resolved
East Nagpur,Itwari,Fraud,21:15,2025-01-18,Resolved
East Nagpur,Hanuman Nagar,Robbery,08:00,2025-02-13,Pending
North Nagpur,Panchpaoli,Chain Snatching,16:00,2025-01-25,Resolved
East Nagpur,Hanuman Nagar,Robbery,17:15,2025-02-06,Resolved
East Nagpur,Hanuman Nagar,Assault,21:30,2025-01-08,Pending
West Nagpur,Wadi,Assault,09:15,2025-04-15,Pending
West Nagpur,Wadi,Fraud,11:00,2025-04-24,Resolved
East Nagpur,Gandhibagh,Robbery,07:00,2025-06-22,Resolved
West Nagpur,Gittikhadan,Theft,23:45,,Pending
West Nagpur,Bharat Nagar,Chain Snatching,06:45,2025-06-10,Pending
North Nagpur,Indora,Fraud,14:30,2025-04-18,Resolved
South Nagpur,Ajni,Harassment,11:30,2025-01-08,Resolved
West Nagpur,Dharampeth,Robbery,07:00,2025-05-20,Pending
South Nagpur,Hudkeshwar,Harassment,23:15,2025-03-10,Resolved
West Nagpur,Wadi,,13:00,2025-03-11,Resolved
East Nagpur,Lakadganj,Robbery,01:45,2025-01-18,Pending
South Nagpur,Sakkardara,Robbery,04:00,2025-06-27,Pending
North Nagpur,Panchpaoli,Chain Snatching,22:45,2025-06-08,Pending
West Nagpur,Gittikhadan,Theft,,,Pending
South Nagpur,Mangalwari,Robbery,14:00,2025-05-15,Pending
East Nagpur,Lakadganj,Theft,13:45,2025-06-19,Pending
South Nagpur,Mangalwari,Fraud,18:45,2025-02-22,Pending
West Nagpur,Wadi,Robbery,09:15,2025-04-29,Pending
West Nagpur,Dharampeth,Assault,09:45,2025-01-18,Resolved
East Nagpur,Lakadganj,Fraud,22:30,2025-01-15,Pending
West Nagpur,Gittikhadan,Harassment,00:30,2025-02-16,Resolved
West Nagpur,Gittikhadan,Robbery,21:00,2025-01-21,Pending
South Nagpur,Sakkardara,Fraud,02:45,2025-05-08,Resolved
South Nagpur,Sakkardara,Chain Snatching,19:00,2025-02-28,Resolved
West Nagpur,Bharat Nagar,Chain Snatching,02:00,2025-04-09,Pending
West Nagpur,Gittikhadan,Fraud,04:15,2025-04-12,Resolved
South Nagpur,Hudkeshwar,Assault,19:30,2025-03-18,Pending
East Nagpur,Hanuman Nagar,Harassment,05:30,2025-01-25,Resolved
North Nagpur,Mankapur,Harassment,07:30,2025-02-16,Pending
East Nagpur,Itwari,Assault,21:00,2025-06-16,Resolved
South Nagpur,Sakkardara,Harassment,16:45,2025-05-31,Resolved
West Nagpur,Gittikhadan,Theft,11:00,2025-04-19,Pending
North Nagpur,Panchpaoli,Chain Snatching,14:45,2025-01-31,Resolved
North Nagpur,Indora,Fraud,23:00,2025-04-13,Pending
West Nagpur,Gittikhadan,Harassment,08:00,2025-02-09,Pending
